filename,captcha_value
captcha_1253.png,mnlom2
captcha_1716.png,7a4hf
captcha_1200.png,5fw2x
captcha_1020.png,xp5mr
captcha_1392.png,e36bbb
captcha_424.png,4n3my
captcha_1204.png,bb4mk
captcha_1030.png,egxh2
captcha_1673.png,wXy2w
captcha_1940.png,xnr3e
captcha_1420.png,ygw5x
captcha_28.png,pxhcc
captcha_438.png,a23p4
captcha_1617.png,pfg8e
captcha_359.png,x8ya3
captcha_1574.png,f7mxn
captcha_293.png,hfC3k
captcha_255.png,mynxp
captcha_345.png,c2wlbg
captcha_1719.png,7dl55b
captcha_1142.png,76apd
captcha_186.png,645wX
captcha_1738.png,fh7h2
captcha_272.png,bp66c
captcha_1789.png,kbwg5
captcha_1820.png,hmbd6
captcha_1135.png,4wpa2
captcha_354.png,ca2gk
captcha_1457.png,csbfk
captcha_221.png,c3f78
captcha_260.png,f3yh4
captcha_1091.png,eagc2
captcha_1526.png,my5dlm
captcha_318.png,5mem5
captcha_229.png,c2g8e
captcha_1045.png,kryf3
captcha_1134.png,8mfpx
captcha_1361.png,mxdxa
captcha_421.png,xwwwkw
captcha_1185.png,8bkhe
captcha_393.png,8n85w
captcha_21.png,qtwe25
captcha_1004.png,wkgrx
captcha_1912.png,any3h
captcha_1954.png,mxfhk
captcha_1405.png,yxnr7
captcha_1226.png,pk3xp
captcha_1805.png,32rrp
captcha_304.png,db65y
captcha_1791.png,b86fn
captcha_39.png,dfcc5
captcha_156.png,bydfr
captcha_1309.png,kapmk
captcha_286.png,b8w38
captcha_1234.png,33mfy
captcha_1133.png,bngbp
captcha_1423.png,8e2m6
captcha_1575.png,hpkmy
captcha_448.png,y7mdn
captcha_387.png,552ec
captcha_1494.png,6da7r
captcha_1834.png,xbe5p
captcha_1438.png,rwcab
captcha_339.png,pkg4a
captcha_254.png,erfwf
captcha_113.png,mhfce
captcha_1360.png,a7e6d
captcha_1858.png,y333f
captcha_382.png,c33hp
captcha_1592.png,8xxbd
captcha_1415.png,ar32r
captcha_1166.png,5c263
captcha_232.png,4dlba3
captcha_1546.png,qhkxx3
captcha_1127.png,ncrfa
captcha_1675.png,ebmxlb
captcha_1882.png,hxc6k
captcha_1176.png,wk25w
captcha_1794.png,6b83f
captcha_125.png,434cp
captcha_1262.png,dlbr6e
captcha_346.png,xf4x5
captcha_1359.png,xghhk
captcha_1108.png,hwccc
captcha_287.png,rgh2g
captcha_1180.png,bdlpef
captcha_1750.png,wwwwhh8
captcha_122.png,pm853
captcha_398.png,p2682
captcha_385.png,ew3d7
captcha_238.png,hy4hb
captcha_1344.png,ekaf3
captcha_1768.png,n75hd
captcha_1196.png,qbrh3
captcha_1576.png,h8b2x
captcha_1.png,2hfyx
captcha_11.png,nfd68
captcha_1627.png,hc5km
captcha_437.png,d15ywm
captcha_1855.png,gw3xd
captcha_311.png,cnep3
captcha_337.png,ed3n2
captcha_1396.png,6der8
captcha_222.png,fm3nd
captcha_1596.png,65e82
captcha_353.png,ebfem
captcha_1284.png,f6y3w
captcha_1582.png,y8rpp
captcha_1637.png,h8833
captcha_1874.png,3rkdl6
captcha_1563.png,mfwf8
captcha_1568.png,33fxa
captcha_428.png,n7arx
captcha_363.png,n7naw
captcha_1714.png,dmnd6
captcha_158.png,233dm
captcha_1910.png,p8my4
captcha_15.png,6glb6a
captcha_1611.png,8n5x7
captcha_1518.png,pw3d2
captcha_1999.png,f7m26
captcha_265.png,a6m8m
captcha_1470.png,lp3ma8
captcha_1953.png,7abfcx
captcha_1485.png,aw264
captcha_275.png,5wmlbm
captcha_1672.png,fhy2k
captcha_366.png,c8d3h
captcha_1434.png,4pxnd
captcha_1083.png,g8kfg
captcha_1918.png,bkepc
captcha_1505.png,4w8hp
captcha_1667.png,2f63w
captcha_1776.png,y6fae
captcha_1800.png,dhcfp
captcha_1934.png,wma2c
captcha_1184.png,6khfn
captcha_1351.png,crfam
captcha_1713.png,bbgca
captcha_1782.png,wr3a4
captcha_1356.png,efy7c
captcha_1689.png,5k2flo
captcha_357.png,rrdemb
captcha_317.png,fhwyy8
captcha_1925.png,nyw8d
captcha_1577.png,wZxkc
captcha_155.png,fb7dx
captcha_1863.png,cgnpr
captcha_1651.png,yn6pa
captcha_1613.png,wb86e
captcha_1086.png,yk6d6
captcha_1722.png,62lbmn
captcha_1364.png,yxk8r
captcha_1450.png,pyf5k
captcha_1964.png,6r3ph
captcha_1950.png,5ykwd
captcha_1835.png,g4myd
captcha_170.png,yc2ae
captcha_1179.png,5rmf6
captcha_1119.png,32a7y
captcha_1946.png,wapec
captcha_1033.png,7k86y
captcha_1915.png,c6446
captcha_1205.png,rem72
captcha_1339.png,h4h4g
captcha_1258.png,e6bff
captcha_1375.png,a455a
captcha_1350.png,hc2n7
captcha_1531.png,66b5n
captcha_246.png,p85bd
captcha_1978.png,x2a5y
captcha_1581.png,bra33
captcha_237.png,5grx2
captcha_1467.png,elrdm2
captcha_1055.png,m5pwg
captcha_101.png,nwe5h
captcha_262.png,clr44p
captcha_1958.png,hepke
captcha_1441.png,p6y6x
captcha_134.png,4ak6x
captcha_1167.png,dprm2
captcha_1686.png,k72pn
captcha_1193.png,3bhxx
captcha_1710.png,8bfk5
captcha_1969.png,waxfd
captcha_179.png,ampk4
captcha_1301.png,2d8pr
captcha_1646.png,566xk
captcha_1264.png,knhyb
captcha_1914.png,wk38h
captcha_348.png,fnp7lb
captcha_1408.png,mgytbm
captcha_457.png,en4yx
captcha_1732.png,55ccde
captcha_1240.png,88k3w
captcha_1895.png,8k78c
captcha_118.png,78WX6
captcha_1143.png,b43ck
captcha_1655.png,3cnxa
captcha_136.png,cy88m
captcha_1630.png,7agde
captcha_216.png,dry4w
captcha_1507.png,edf4p
captcha_1919.png,2n7rm
captcha_1922.png,dlwmbg
captcha_1994.png,qwh2c
captcha_1183.png,8ce7d
captcha_1028.png,h8mk
captcha_1697.png,ygb3d
captcha_1456.png,xc76g
captcha_440.png,gp73d
captcha_108.png,3h5ya
captcha_1806.png,rh5fp
captcha_1506.png,wwpkf
captcha_1698.png,8pyrf
captcha_1215.png,5ey6y
captcha_1009.png,43k7a
captcha_1282.png,y2re5
captcha_1539.png,87e44
captcha_1347.png,xrpwvy
captcha_368.png,bkb6n
captcha_1148.png,6blhxk
captcha_1755.png,yyemf
captcha_1015.png,r6pae
captcha_1580.png,hrxcx
captcha_239.png,3ypm
captcha_1747.png,75wxа
captcha_340.png,b5hgj8
captcha_1504.png,y837f
captcha_427.png,bbap2
captcha_1616.png,3gfrx
captcha_1860.png,8ayck
captcha_1169.png,e2b8h
captcha_1877.png,bc553
captcha_1628.png,6xgaw
captcha_1458.png,k6dpn
captcha_1974.png,yepmp
captcha_1425.png,xb5gd
captcha_177.png,mwara
captcha_1671.png,k467e
captcha_1225.png,w6xk4
captcha_1016.png,p6er3
captcha_403.png,6xa5e
captcha_1411.png,y45wk
captcha_266.png,pgxnh
captcha_1247.png,xdlbey
captcha_1859.png,khlomd
captcha_294.png,4h7xw
captcha_1345.png,mf6fx
captcha_1723.png,bxaxx
captcha_1307.png,bed35
captcha_1691.png,awmmb
captcha_4.png,3e65d
captcha_1115.png,467bh
captcha_1783.png,w8mf
captcha_210.png,r47n7
captcha_1076.png,4yfef
captcha_1296.png,m4dhg
captcha_314.png,w576k
captcha_1418.png,m8aw2
captcha_1107.png,gww55
captcha_194.png,nbpf7
captcha_1986.png,y8bdw
captcha_217.png,5cwem
captcha_365.png,gn2x8
captcha_1773.png,phhaf
captcha_213.png,xyhkr
